Hughes Ethan,DEF,51,5,381000
Nyhuis Ryan,DEF,50.13,8,367000
McCarthy Cam,FWD,49.06,17,356000
Switkowski Sam,FWD,63.5,2,350000
Jones Scott,RUC/FWD,51.8,5,320000
Pearce Alex,DEF,41.81,21,303000
Crowden Mitchell,FWD,42.33,9,298000
Sturt Sam,FWD,0,0,238000
Bennell Harley,MID,0,0,236000
Logue Griffin,DEF,0,0,216000
Valente Luke,MID,0,0,208000
Carter Jason,DEF/MID,0,0,170000
Dixon Hugh,FWD,0,0,170000
Schultz Lachlan,FWD,0,0,170000
North Tom,MID,0,0,170000
Bewley Brett,MID,0,0,170000
Meek Lloyd,RUC,0,0,170000
Watson Tobe,DEF/MID,0,0,170000
Martin Stefan,RUC,101.32,22,735000
Neale Lachie,MID,100.23,22,727000
Zorko Dayne,MID,96.55,22,701000
Lyons Jarryd,MID,94.95,19,689000
Robinson Mitch,MID/FWD,88.21,19,640000
Witherden Alex,DEF,88,21,639000
Cutler Tom,MID,84.67,18,614000
McCluggage Hugh,MID,77.64,22,563000
Hodge Luke,DEF,77.53,19,563000
Berry Jarrod,MID,77.05,21,559000
Christensen Allen,FWD,73,22,530000
Taylor Lewis,FWD,72.23,22,524000
Rich Daniel,DEF,71.5,18,519000
Andrews Harris,DEF,67.17,18,487000
Robertson Nick,DEF,65.48,21,475000
Cameron Charlie,FWD,65.09,11,472000
Adams Marcus,DEF,61.67,6,466000
Walker Josh,DEF,63.57,14,461000
Lester Ryan,DEF,63.53,15,461000
Mathieson Rhys,MID/FWD,61.54,13,447000
Gardiner Darcy,DEF,59.85,20,434000
Bastinac Ryan,MID,58,2,432000
Rayner Cameron,FWD,58.64,22,426000
Hipwood Eric,FWD,56.18,22,408000
Allison Jacob,DEF,48,3,401000
McInerney Oscar,FWD,53.38,16,387000
McStay Daniel,FWD,52.37,19,380000
Bailey Zac,MID/FWD,51.75,12,376000
Keays Ben,MID,60,2,350000
McCarthy Lincoln,FWD,49,2,305000
Cox Cedric,DEF,37.75,4,289000
Skinner Sam,DEF,0,0,244000
Smith Ely,MID,0,0,230000
